file,EPI,Start,Stop
l_66,HPR,1283690,1289355
l_66,HVF,1289356,1301359
l_66,CVF,1301360,1306003
l_66,HVF,1306004,1317282
l_66,CVF,1317283,1318395
l_66,HVF,1318396,1336121
l_66,CVF,1336122,1336222
l_66,HVF,1336223,1348301
l_66,hvf,1348302,1497500
l_67,hun,1,380
l_67,HAS,381,7088
l_67,CAS,7089,17407
l_67,HAS,17408,24830
l_67,CAS,24831,40469
l_67,HAS,40470,42860
l_67,HVF,42861,50943
l_67,DVF,50944,51767
l_67,HVF,51768,62435
l_67,DVF,62436,63277
l_67,HVF,63278,64118
l_67,HAS,64119,66316
l_67,HVF,66317,74271
l_67,DVF,74272,75092
l_67,HVF,75093,75723
l_67,HPE,75724,98460
l_67,HVF,98461,138403
l_67,CVF,138404,152244
l_67,HVF,152245,159206
l_67,CVF,159207,159323
l_67,HVF,159324,196667
l_67,DVF,196668,197507
l_67,HVF,197508,198239
l_67,HAS,198240,226730
l_67,CAS,226731,226996
l_67,HAS,226997,248837
l_67,CAS,248838,253543
l_67,HAS,253544,255343
l_67,CAS,255344,255791
l_67,HAS,255792,266885
l_67,CAS,266886,271179
l_67,HAS,271180,278660
l_67,CAS,278661,278990
l_67,HAS,278991,280571
l_67,CAS,280572,289767
l_67,HAS,289768,299539
l_67,CAS,299540,299976
l_67,HAS,299977,314913
l_67,CAS,314914,318960
l_67,HAS,318961,328214
l_67,CAS,328215,335090
l_67,HAS,335091,338845
l_67,CAS,338846,342050
l_67,HAS,342051,348557
l_67,CAS,348558,350865
l_67,HAS,350866,354280
l_67,CAS,354281,364744
l_67,HAS,364745,374643
l_67,CAS,374644,378943
l_67,HAS,378944,381763
l_67,CAS,381764,395133
l_67,HAS,395134,395540
l_67,HVF,395541,398849
l_67,CVF,398850,404292
l_67,HVF,404293,406351
l_67,CVF,406352,408762
l_67,HVF,408763,410268
l_67,CVF,410269,411002
l_67,HVF,411003,426125
l_67,DVF,426126,426967
l_67,HVF,426968,437146
l_67,DVF,437147,437967
l_67,HVF,437968,449458
l_67,DVF,449459,450297
l_67,HVF,450298,461494
l_67,CVF,461495,463339
l_67,HVF,463340,466780
l_67,CVF,466781,469068
l_67,HVF,469069,476774
l_67,DVF,476775,477597
l_67,HVF,477598,488356
l_67,DVF,488357,489197
l_67,HVF,489198,499687
l_67,DVF,499688,500507
l_67,HVF,500508,519625
l_67,CVF,519626,521947
l_67,HVF,521948,525098
l_67,CVF,525099,527664
l_67,HVF,527665,535670
l_67,CVF,535671,540236
l_67,HVF,540237,563290
l_67,DVF,563291,564132
l_67,HVF,564133,574531
l_67,DVF,574532,575372
l_67,HVF,575373,587702
l_67,DVF,587703,588542
l_67,HVF,588543,594526
l_67,hvf,594527,631643
l_67,cvf,631644,640515
l_67,hvf,640516,642437
l_67,cvf,642438,647351
l_67,hvf,647352,653959
l_67,cvf,653960,656315
l_67,hvf,656316,665401
l_67,cvf,665402,667917
l_67,CVF,667918,668723
l_67,HVF,668724,690546
l_67,hvf,690547,699797
l_67,HVF,699798,736521
l_67,DVF,736522,737342
l_67,HVF,737343,751409
l_67,CVF,751410,780248
l_67,HVF,780249,786514
l_67,CVF,786515,800171
l_67,HVF,800172,802307
l_67,CVF,802308,815692
l_67,HVF,815693,818392
l_67,CVF,818393,823371
l_67,HVF,823372,826825
l_67,CVF,826826,837654
l_67,HVF,837655,841538
l_67,CVF,841539,842561
l_67,HVF,842562,852790
l_67,DVF,852791,853612
l_67,HVF,853613,863991
l_67,DVF,863992,864832
l_67,HVF,864833,876851
l_67,CVF,876852,881680
l_67,HVF,881681,884298
l_67,CVF,884299,886766
l_67,HVF,886767,890555
l_67,CVF,890556,912563
l_67,HVF,912564,923039
l_67,DVF,923040,923882
l_67,HVF,923883,934890
l_67,DVF,934891,935732
l_67,HVF,935733,949144
l_67,CVF,949145,971297
l_67,HVF,971298,985496
l_67,DVF,985497,986337
l_67,HVF,986338,995217
l_67,CVF,995218,996116
l_67,HVF,996117,999498
l_67,CVF,999499,1004817
l_67,HVF,1004818,1007855
l_67,CVF,1007856,1015653
l_67,HVF,1015654,1017378
l_67,CVF,1017379,1068775
l_67,HVF,1068776,1082195
l_67,DVF,1082196,1083037
l_67,HVF,1083038,1095950
l_67,CVF,1095951,1102336
l_67,cvf,1102337,1102738
l_67,hvf,1102739,1250000
l_68,hun,1,56511
l_68,cun,56512,62095
l_68,hun,62096,78737
l_68,cun,78738,79658
l_68,hun,79659,90651
l_68,cun,90652,90844
l_68,hun,90845,104381
l_68,cun,104382,132226
l_68,hun,132227,147475
l_68,cun,147476,152782
l_68,hun,152783,156953
l_68,cun,156954,158613
l_68,hun,158614,162775
l_68,cun,162776,168393
l_68,hun,168394,172915
l_68,cun,172916,177857
l_68,hun,177858,182719
l_68,cun,182720,188391
l_68,hun,188392,191527
l_68,cun,191528,195792
l_68,hun,195793,197865
l_68,cun,197866,232031
l_68,hun,232032,238195
l_68,cun,238196,239851
l_68,hun,239852,241971
l_68,cun,241972,250529
l_68,hun,250530,252565
l_68,cun,252566,272835
l_68,hun,272836,274653
l_68,cun,274654,282972
l_68,hun,282973,286629
l_68,cun,286630,294930
l_68,hun,294931,302500
l_69,hun,1,26189
l_69,cun,26190,28899
l_69,hun,28900,30827
l_69,cun,30828,33596
l_69,hun,33597,35417
l_69,cun,35418,43350
l_69,hun,43351,44954
l_69,cun,44955,54651
l_69,hun,54652,73596
l_69,cun,73597,73861
l_69,hun,73862,78007
l_69,cun,78008,90883
l_69,hun,90884,97297
l_69,cun,97298,106210
l_69,hun,106211,113467
l_69,cun,113468,125522
l_69,hun,125523,130372
l_69,cun,130373,140196
l_69,hun,140197,143002
l_69,cun,143003,146851
l_69,hun,146852,172905
l_69,cun,172906,180977
l_69,hun,180978,184763
l_69,cun,184764,185953
l_69,hun,185954,200132
l_69,cun,200133,204972
l_69,hun,204973,206503
l_69,cun,206504,217694
l_69,hun,217695,224221
l_69,cun,224222,225392
l_69,hun,225393,231744
l_69,cun,231745,237695
l_69,hun,237696,239562
l_69,cun,239563,248758
l_69,hun,248759,251327
l_69,cun,251328,254785
l_69,hun,254786,272171
l_69,cun,272172,272661
l_69,hun,272662,274418
l_69,cun,274419,285808
l_69,hun,285809,290804
l_69,cun,290805,299497
l_69,hun,299498,309880
l_69,cun,309881,335556
l_69,hun,335557,338332
l_69,cun,338333,358583
l_69,hun,358584,365881
l_69,cun,365882,385749
l_69,hun,385750,392894
l_69,cun,392895,398490
l_69,hun,398491,400292
l_69,cun,400293,428212
l_69,hun,428213,432012
l_69,cun,432013,454719
l_69,hun,454720,462296
l_69,cun,462297,466227
l_69,hun,466228,468352
l_69,cun,468353,481013
l_69,hun,481014,483248
l_69,cun,483249,485389
l_69,hun,485390,488546
l_69,cun,488547,501047
l_69,hun,501048,504128
l_69,cun,504129,520702
l_69,hun,520703,524753
l_69,cun,524754,538882
l_69,hun,538883,541257
l_69,cun,541258,544363
l_69,hun,544364,546022
l_69,cun,546023,581115
l_69,hun,581116,587210
l_69,cun,587211,607906
l_69,hun,607907,615333
l_69,cun,615334,631863
l_69,hun,631864,634399
l_69,cun,634400,677904
l_69,hun,677905,722500
l_70,hun,1,27278
l_70,cun,27279,30402
l_70,hun,30403,33369
l_70,cun,33370,36470
l_70,hun,36471,38366
l_70,cun,38367,41346
l_70,hun,41347,43653
l_70,cun,43654,46824
l_70,hun,46825,61690
l_70,cun,61691,64766
l_70,hun,64767,67915
l_70,cun,67916,71979
l_70,hun,71980,75645
l_70,cun,75646,79149
l_70,hun,79150,81967
l_70,cun,81968,85875
l_70,hun,85876,89061
l_70,cun,89062,93069
l_70,hun,93070,96567
l_70,cun,96568,101807
l_70,hun,101808,104420
l_70,cun,104421,107296
l_70,hun,107297,113429
l_70,cun,113430,115446
l_70,hun,115447,146097
l_70,cun,146098,157489
l_70,hun,157490,201392
l_70,cun,201393,204368
l_70,hun,204369,210111
l_70,cun,210112,213037
l_70,hun,213038,220567
l_70,cun,220568,223456
l_70,hun,223457,254657
l_70,cun,254658,258731
l_70,hun,258732,270751
l_70,cun,270752,270777
l_70,hun,270778,273053
l_70,cun,273054,275928
l_70,hun,275929,284889
l_70,cun,284890,288323
l_70,hun,288324,309755
l_70,cun,309756,312658
l_70,hun,312659,315749
l_70,cun,315750,318459
l_70,hun,318460,321692
l_70,cun,321693,324522
l_70,hun,324523,327459
l_70,cun,327460,329793
l_70,hun,329794,333487
l_70,cun,333488,336768
l_70,hun,336769,341117
l_70,cun,341118,344024
l_70,hun,344025,347981
l_70,cun,347982,351765
l_70,hun,351766,354467
l_70,cun,354468,357415
l_70,hun,357416,359800
l_70,cun,359801,361612
l_70,hun,361613,378581
l_70,cun,378582,382209
l_70,hun,382210,417491
l_70,cun,417492,423122
l_70,hun,423123,426543
l_70,cun,426544,427424
l_70,hun,427425,458906
l_70,cun,458907,461493
l_70,hun,461494,464905
l_70,cun,464906,467352
l_70,hun,467353,980000
l_71,hun,1,240
l_71,HPE,241,2895
l_71,CPE,2896,10961
l_71,HPE,10962,11148
l_71,HAS,11149,21541
l_71,CAS,21542,48806
l_71,HAS,48807,54697
l_71,CAS,54698,67634
l_71,HAS,67635,80326
l_71,CAS,80327,107894
l_71,HAS,107895,110107
l_71,CAS,110108,116546
l_71,HAS,116547,118424
l_71,CAS,118425,122023
l_71,CVF,122024,181960
l_71,HVF,181961,183990
l_71,CVF,183991,210239
l_71,HVF,210240,213513
l_71,CVF,213514,238055
l_71,HVF,238056,243806
l_71,HPE,243807,248828
l_71,DPE,248829,249670
l_71,HPE,249671,273991
l_71,CPE,273992,297879
l_71,CAS,297880,301743
l_71,HAS,301744,304386
l_71,CAS,304387,358420
l_71,HAS,358421,363477
l_71,CAS,363478,376442
l_71,HAS,376443,378303
l_71,CAS,378304,381890
l_71,HAS,381891,384123
l_71,HPE,384124,384709
l_71,CPE,384710,390541
l_71,HPE,390542,392309
l_71,CPE,392310,392379
l_71,HPE,392380,395769
l_71,CPE,395770,404770
l_71,HPE,404771,407422
l_71,CPE,407423,411350
l_71,HPE,411351,416833
l_71,CPE,416834,416911
l_71,HPE,416912,425250
l_71,CPE,425251,434598
l_71,HPE,434599,437462
l_71,CPE,437463,442653
l_71,HPE,442654,446202
l_71,CPE,446203,451005
l_71,HPE,451006,454160
l_71,CPE,454161,461247
l_71,HPE,461248,468894
l_71,CPE,468895,475124
l_71,HPE,475125,476657
l_71,CPE,476658,479663
l_71,HPE,479664,481646
l_71,CPE,481647,486930
l_71,HPE,486931,490551
l_71,CPE,490552,497502
l_71,HPE,497503,508257
l_71,DPE,508258,509100
l_71,HPE,509101,520134
l_71,CPE,520135,525655
l_71,HPE,525656,565199
l_71,hpe,565200,644375
l_71,HPE,644376,646592
l_71,CPE,646593,646846
l_71,HPE,646847,648783
l_71,CPE,648784,670117
l_71,HPE,670118,672802
l_71,CPE,672803,675499
l_71,HPE,675500,710782
l_71,CPE,710783,716531
l_71,HPE,716532,718302
l_71,CPE,718303,722874
l_71,HPE,722875,730597
l_71,CPE,730598,735437
l_71,HPE,735438,774199
l_71,CPE,774200,777589
l_71,HPE,777590,781610
l_71,CPE,781611,786378
l_71,HPE,786379,837483
l_71,CPE,837484,837557
l_71,HPE,837558,853345
l_71,CPE,853346,854002
l_71,HPE,854003,875396
l_71,CPE,875397,878912
l_71,HPE,878913,887026
l_71,CPE,887027,889761
l_71,HPE,889762,923873
l_71,CPE,923874,924250
l_71,HPE,924251,938084
l_71,CPE,938085,941040
l_71,HPE,941041,960528
l_71,HAS,960529,1005904
l_71,has,1005905,1110000
s_72,hun,1,113
s_72,HVF,114,6907
s_72,DVF,6908,7747
s_72,HVF,7748,8179
s_72,HAS,8180,16545
s_72,HPE,16546,27201
s_72,CPE,27202,39076
s_72,HPE,39077,43854
s_72,CPE,43855,48948
s_72,HPE,48949,52885
s_72,CPE,52886,57689
s_72,HPE,57690,59476
s_72,HPR,59477,675967
s_72,hpr,675968,825000
s_73,hun,1,18990
s_73,HVF,18991,27541
s_73,DVF,27542,28383
s_73,HVF,28384,28929
s_73,HAS,28930,49493
s_73,CAS,49494,66007
s_73,HAS,66008,79043
s_73,CAS,79044,87055
s_73,CPE,87056,96614
s_73,HPE,96615,108437
s_73,CPE,108438,117426
s_73,HPE,117427,128939
s_73,HPR,128940,162038
s_73,CPR,162039,163164
s_73,HPR,163165,172376
s_73,CPR,172377,175860
s_73,HPR,175861,178190
s_73,CPR,178191,181959
s_73,HPR,181960,186191
s_73,CPR,186192,196407
s_73,HPR,196408,266337
s_73,HVF,266338,278381
s_73,DVF,278382,279223
s_73,HVF,279224,279626
s_73,HPR,279627,545737
s_73,hpr,545738,695000
s_74,hun,1,652
s_74,HVF,653,1512
s_74,DVF,1513,2353
s_74,HVF,2354,3940
s_74,HPE,3941,12525
s_74,CPE,12526,15837
s_74,HPE,15838,19823
s_74,CPE,19824,23219
s_74,HPE,23220,25373
s_74,CPE,25374,28671
s_74,HPE,28672,31732
s_74,CPE,31733,35013
s_74,HPE,35014,38249
s_74,CPE,38250,41554
s_74,HPE,41555,44032
s_74,CPE,44033,47392
s_74,HPE,47393,49971
s_74,CPE,49972,50209
s_74,HPE,50210,63376
s_74,CPE,63377,66773
s_74,HPE,66774,69454
s_74,CPE,69455,72877
s_74,HPE,72878,75653
s_74,CPE,75654,78952
s_74,HPE,78953,81691
s_74,CPE,81692,85008
s_74,HPE,85009,87930
s_74,CPE,87931,91189
s_74,HPE,91190,94854
s_74,CPE,94855,98351
s_74,HPE,98352,100769
s_74,CPE,100770,104257
s_74,HPE,104258,107196
s_74,CPE,107197,110668
s_74,HPE,110669,118940
s_74,CPE,118941,122237
s_74,HPE,122238,125031
s_74,CPE,125032,128471
s_74,HPE,128472,131795
s_74,CPE,131796,135293
s_74,HPE,135294,138015
s_74,CPE,138016,141444
s_74,HPE,141445,144718
s_74,CPE,144719,149614
s_74,HPE,149615,152397
s_74,CPE,152398,155747
s_74,HPE,155748,158220
s_74,CPE,158221,161604
s_74,HPE,161605,164214
s_74,CPE,164215,167556
s_74,HPE,167557,170642
s_74,CPE,170643,174039
s_74,HPE,174040,176610
s_74,CPE,176611,176912
s_74,HPE,176913,194786
s_74,CPE,194787,198291
s_74,HPE,198292,200560
s_74,CPE,200561,204133
s_74,HPE,204134,206094
s_74,CPE,206095,209612
s_74,HPE,209613,221063
s_74,CPE,221064,222534
s_74,HPE,222535,232477
s_74,CPE,232478,235810
s_74,HPE,235811,237892
s_74,CPE,237893,241282
s_74,HPE,241283,243004
s_74,CPE,243005,245125
s_74,HPE,245126,248200
s_74,CPE,248201,251674
s_74,HPE,251675,254285
s_74,CPE,254286,269072
s_74,HPE,269073,271301
s_74,CPE,271302,274860
s_74,HPE,274861,277094
s_74,CPE,277095,281978
s_74,HPE,281979,284005
s_74,CPE,284006,287574
s_74,HPE,287575,294900
s_74,CPE,294901,307937
s_74,HPE,307938,309824
s_74,CPE,309825,329502
s_74,HPE,329503,331810
s_74,CPE,331811,370156
s_74,HPE,370157,377450
s_74,CPE,377451,402725
s_74,HPE,402726,422710
s_74,CPE,422711,454222
s_74,HPE,454223,455903
s_74,CPE,455904,475552
s_74,HPE,475553,478407
s_74,CPE,478408,516236
s_74,HPE,516237,518133
s_74,CPE,518134,525184
s_74,HPE,525185,545968
s_74,CPE,545969,553281
s_74,HPE,553282,562854
s_74,CPE,562855,575764
s_74,HPE,575765,583355
s_74,CPE,583356,598240
s_74,HPE,598241,602365
s_74,CPE,602366,616550
s_74,HPE,616551,619072
s_74,CPE,619073,631607
s_74,HPE,631608,633349
s_74,CPE,633350,636037
s_74,HPE,636038,638172
s_74,CPE,638173,641349
s_74,HPE,641350,643237
s_74,CPE,643238,680950
s_74,HPE,680951,686555
s_74,HAS,686556,693912
s_74,CAS,693913,701238
s_74,HAS,701239,702905
s_74,CAS,702906,706083
s_74,HAS,706084,708366
s_74,CAS,708367,715891
s_74,HAS,715892,717934
s_74,CAS,717935,731303
s_74,HAS,731304,733091
s_74,CAS,733092,741782
s_74,HAS,741783,745519
s_74,CAS,745520,776766
s_74,HAS,776767,782736
s_74,CAS,782737,789075
s_74,HAS,789076,795772
s_74,CAS,795773,832222
s_74,HAS,832223,835335
s_74,CAS,835336,862430
s_74,HAS,862431,865366
s_74,CAS,865367,872782
s_74,HAS,872783,875965
s_74,CAS,875966,886362
s_74,cas,886363,887464
s_74,has,887465,1035000
s_75,hun,1,197
s_75,HPE,198,12838
s_75,CPE,12839,15442
s_75,HPE,15443,28424
s_75,CPE,28425,39915
s_75,HPE,39916,48755
s_75,CPE,48756,52324
s_75,HPE,52325,75643
s_75,CPE,75644,78396
s_75,HPE,78397,80551
s_75,CPE,80552,93068
s_75,HPE,93069,95736
s_75,CPE,95737,109305
s_75,HPE,109306,121295
s_75,CPE,121296,160522
s_75,HPE,160523,162097
s_75,CPE,162098,199897
s_75,HPE,199898,218340
s_75,CPE,218341,244327
s_75,HPE,244328,246661
s_75,CPE,246662,247667
s_75,HPE,247668,259486
s_75,CPE,259487,282140
s_75,HPE,282141,286267
s_75,CPE,286268,287742
s_75,HPE,287743,339642
s_75,CPE,339643,339772
s_75,HPE,339773,357167
s_75,CPE,357168,357221
s_75,HPE,357222,370634
s_75,CPE,370635,424642
s_75,HPE,424643,446722
s_75,CPE,446723,480752
s_75,CVF,480753,517755
s_75,HVF,517756,526966
s_75,DVF,526967,527806
s_75,HVF,527807,528573
s_75,HPE,528574,537515
s_75,HVF,537516,550134
s_75,DVF,550135,550976
s_75,HVF,550977,562125
s_75,DVF,562126,562966
s_75,HVF,562967,578920
s_75,DVF,578921,579761
s_75,HVF,579762,590871
s_75,DVF,590872,591711
s_75,HVF,591712,602777
s_75,DVF,602778,603616
s_75,HVF,603617,604781
s_75,HPE,604782,611457
s_75,CPE,611458,641277
s_75,CVF,641278,641278
s_75,HVF,641279,649868
s_75,DVF,649869,650711
s_75,HVF,650712,660775
s_75,DVF,660776,661616
s_75,HVF,661617,672156
s_75,DVF,672157,672996
s_75,HVF,672997,680684
s_75,CVF,680685,709993
s_75,HVF,709994,721286
s_75,DVF,721287,722126
s_75,HVF,722127,733062
s_75,DVF,733063,733906
s_75,HVF,733907,735537
s_75,HPE,735538,750144
s_75,CPE,750145,757424
s_75,HPE,757425,758184
s_75,HVF,758185,765792
s_75,DVF,765793,766636
s_75,HVF,766637,777299
s_75,DVF,777300,778141
s_75,HVF,778142,789345
s_75,DVF,789346,790186
s_75,HVF,790187,800397
s_75,HPE,800398,805139
s_76,hun,1,241
s_76,HVF,242,888
s_76,DVF,889,1728
s_76,HVF,1729,3391
s_76,HPE,3392,10347
s_76,HVF,10348,12216
s_76,CVF,12217,20957
s_76,HVF,20958,22830
s_76,CVF,22831,27175
s_76,HVF,27176,30250
s_76,CVF,30251,34395
s_76,HVF,34396,36360
s_76,CVF,36361,40554
s_76,HVF,40555,43478
s_76,CVF,43479,47418
s_76,HVF,47419,54853
s_76,DVF,54854,55693
s_76,HVF,55694,65615
s_76,DVF,65616,66458
s_76,HVF,66459,76256
s_76,DVF,76257,77098
s_76,HVF,77099,80269
s_76,CVF,80270,83195
s_76,HVF,83196,85559
s_76,CVF,85560,89765
s_76,HVF,89766,97615
s_76,CVF,97616,101309
s_76,HVF,101310,104883
s_76,CVF,104884,109163
s_76,HVF,109164,111656
s_76,CVF,111657,112443
s_76,HVF,112444,122677
s_76,DVF,122678,123498
s_76,HVF,123499,125249
s_76,HAS,125250,134427
s_76,CAS,134428,140150
s_76,HAS,140151,144399
s_76,CAS,144400,149063
s_76,CVF,149064,149312
s_76,HVF,149313,154122
s_76,CVF,154123,158064
s_76,HVF,158065,163225
s_76,CVF,163226,166854
s_76,HVF,166855,177189
s_76,DVF,177190,178033
s_76,HVF,178034,178546
s_76,HAS,178547,193268
s_76,CAS,193269,196623
s_76,CVF,196624,247756
s_76,HVF,247757,260080
s_76,CVF,260081,263679
s_76,HVF,263680,299497
s_76,CVF,299498,315157
s_76,HVF,315158,323096
s_76,DVF,323097,323938
s_76,HVF,323939,333798
s_76,DVF,333799,334638
s_76,HVF,334639,334864
s_76,HPR,334865,383512
s_76,HVF,383513,403934
s_76,DVF,403935,404778
s_76,HVF,404779,415141
s_76,DVF,415142,415983
s_76,HVF,415984,426167
s_76,DVF,426168,427008
s_76,HVF,427009,431221
s_76,CVF,431222,446438
s_76,HVF,446439,450227
s_76,CVF,450228,454443
s_76,HVF,454444,456663
s_76,CVF,456664,457926
s_76,HVF,457927,472223
s_76,CVF,472224,484007
s_76,HVF,484008,496151
s_76,CVF,496152,499507
s_76,HVF,499508,508812
s_76,CVF,508813,511437
s_76,HVF,511438,527458
s_76,CVF,527459,527931
s_76,HVF,527932,539484
s_76,CVF,539485,547959
s_76,HVF,547960,566702
s_76,hvf,566703,570523
s_76,HVF,570524,624231
s_76,CVF,624232,625203
s_76,HVF,625204,627575
s_76,CVF,627576,636775
s_76,HVF,636776,638388
s_76,CVF,638389,638486
s_76,HVF,638487,641087
s_76,CVF,641088,642104
s_76,HVF,642105,686772
s_76,hvf,686773,835000
s_77,hun,1,44
s_77,HVF,45,7886
s_77,DVF,7887,8729
s_77,HVF,8730,20836
s_77,DVF,20837,21659
s_77,HVF,21660,23881
s_77,HAS,23882,35965
s_77,CAS,35966,36406
s_77,HAS,36407,38120
s_77,CAS,38121,44059
s_77,HAS,44060,46988
s_77,HVF,46989,47557
s_77,CVF,47558,79466
s_77,HVF,79467,81043
s_77,CVF,81044,86955
s_77,HVF,86956,101540
s_77,DVF,101541,102384
s_77,HVF,102385,104203
s_77,HAS,104204,118831
s_77,CAS,118832,123592
s_77,HAS,123593,128404
s_77,CAS,128405,133242
s_77,HAS,133243,139330
s_77,CAS,139331,143716
s_77,HAS,143717,149246
s_77,CAS,149247,153474
s_77,HAS,153475,164371
s_77,CAS,164372,170033
s_77,HAS,170034,174452
s_77,CAS,174453,177178
s_77,HAS,177179,180720
s_77,CAS,180721,181328
s_77,HAS,181329,195687
s_77,CAS,195688,201298
s_77,HAS,201299,203861
s_77,CAS,203862,214656
s_77,HAS,214657,218763
s_77,CAS,218764,222929
s_77,HAS,222930,227774
s_77,CAS,227775,230886
s_77,HAS,230887,235966
s_77,CAS,235967,240480
s_77,HAS,240481,244582
s_77,CAS,244583,254532
s_77,HAS,254533,258200
s_77,CAS,258201,262476
s_77,CVF,262477,266638
s_77,HVF,266639,276649
s_77,DVF,276650,277489
s_77,HVF,277490,288235
s_77,DVF,288236,289059
s_77,HVF,289060,291195
s_77,HPE,291196,295545
s_77,HAS,295546,298296
s_77,CAS,298297,304098
s_77,HAS,304099,307555
s_77,CAS,307556,311332
s_77,HAS,311333,320695
s_77,CAS,320696,324503
s_77,HAS,324504,336479
s_77,HVF,336480,349479
s_77,CVF,349480,358307
s_77,HVF,358308,360107
s_77,CVF,360108,365091
s_77,HVF,365092,367296
s_77,CVF,367297,373211
s_77,HVF,373212,376253
s_77,CVF,376254,399971
s_77,HVF,399972,406470
s_77,CVF,406471,408741
s_77,HVF,408742,413332
s_77,CVF,413333,427568
s_77,HVF,427569,433388
s_77,CVF,433389,436897
s_77,HVF,436898,439945
s_77,CVF,439946,448321
s_77,HVF,448322,453161
s_77,CVF,453162,456875
s_77,HVF,456876,457629
s_78,hun,1,13061
s_78,HVF,13062,23543
s_78,DVF,23544,24386
s_78,HVF,24387,26012
s_78,HAS,26013,34745
s_78,CAS,34746,54160
s_78,CVF,54161,56994
s_78,HVF,56995,60938
s_78,CVF,60939,64774
s_78,HVF,64775,82288
s_78,CVF,82289,85199
s_78,HVF,85200,97710
s_78,CVF,97711,99832
s_78,HVF,99833,102959
s_78,CVF,102960,104701
s_78,HVF,104702,108970
s_78,CVF,108971,113866
s_78,HVF,113867,120747
s_78,CVF,120748,131410
s_78,HVF,131411,135625
s_78,CVF,135626,148789
s_78,HVF,148790,157297
s_78,DVF,157298,158136
s_78,HVF,158137,171071
s_78,DVF,171072,171896
s_78,HVF,171897,173013
s_78,HAS,173014,184691
s_78,CAS,184692,187793
s_78,HAS,187794,193449
s_78,CAS,193450,208558
s_78,CVF,208559,209061
s_78,HVF,209062,219287
s_78,CVF,219288,233812
s_78,HVF,233813,240231
s_78,CVF,240232,243087
s_78,HVF,243088,247601
s_78,CVF,247602,252389
s_78,HVF,252390,261977
s_78,DVF,261978,262821
s_78,HVF,262822,264221
s_78,HPR,264222,280838
s_78,CPR,280839,301972
s_78,HPR,301973,314591
s_78,CPR,314592,319379
s_78,HPR,319380,377256
s_78,CPR,377257,405554
s_78,CVF,405555,411119
s_78,HVF,411120,419620
s_78,DVF,419621,420461
s_78,HVF,420462,421691
s_78,HPR,421692,467012
s_78,CPR,467013,476339
s_78,CVF,476340,487412
s_78,HVF,487413,495893
s_78,DVF,495894,496736
s_78,HVF,496737,497812
s_78,HPE,497813,518091
s_78,CPE,518092,524510
s_78,HPE,524511,541466
s_78,HPR,541467,573630
s_78,CPR,573631,598327
s_78,HPR,598328,600339
s_78,CPR,600340,702499
s_78,HPR,702500,702500
s_79,hun,1,216
s_79,HPE,217,7128
s_79,CPE,7129,12384
s_79,HPE,12385,14828
s_79,CPE,14829,18000
s_79,HPE,18001,22826
s_79,CPE,22827,27699
s_79,HPE,27700,30384
s_79,CPE,30385,36235
s_79,HPE,36236,61014
s_79,CPE,61015,62665
s_79,HPE,62666,64226
s_79,HPR,64227,71244
s_79,CPR,71245,73681
s_79,HPR,73682,91836
s_79,CPR,91837,92462
s_79,HPR,92463,105836
s_79,CPR,105837,106688
s_79,HPR,106689,110443
s_79,CPR,110444,124733
s_79,HPR,124734,147937
s_79,CPR,147938,162886
s_79,HPR,162887,165645
s_79,CPR,165646,195227
s_79,HPR,195228,220447
s_79,HPE,220448,222336
s_79,CPE,222337,225309
s_79,HPE,225310,228873
s_79,CPE,228874,230013
s_79,HPE,230014,233261
s_79,CPE,233262,235551
s_79,HPE,235552,241887
s_79,CPE,241888,245460
s_79,HPE,245461,250113
s_79,CPE,250114,291267
s_79,HPE,291268,295863
s_79,CPE,295864,298733
s_79,HPE,298734,302308
s_79,CPE,302309,305236
s_79,HPE,305237,308580
s_79,CPE,308581,311552
s_79,HPE,311553,314525
s_79,CPE,314526,317500
s_79,HPE,317501,321454
s_79,CPE,321455,327131
s_79,HPE,327132,329917
s_79,CPE,329918,332858
s_79,HPE,332859,335769
s_79,CPE,335770,338842
s_79,HPE,338843,341724
s_79,CPE,341725,344736
s_79,HPE,344737,358116
s_79,CPE,358117,390264
s_79,HPE,390265,392732
s_79,CPE,392733,421381
s_79,HPE,421382,432112
s_79,CPE,432113,438972
s_79,HPE,438973,443754
s_79,CPE,443755,458071
s_79,HPE,458072,459842
s_79,CPE,459843,459903
s_79,HPE,459904,462840
s_79,CPE,462841,525221
s_79,HPE,525222,531585
s_79,CPE,531586,533533
s_79,HPE,533534,536686
s_79,CPE,536687,537227
s_79,HPE,537228,539712
s_79,CPE,539713,542570
s_79,HPE,542571,545934
s_79,CPE,545935,546982
s_79,HPE,546983,550897
s_79,DPE,550898,551720
s_79,HPE,551721,567480
s_79,CPE,567481,570363
s_79,HPE,570364,590690
s_79,CPE,590691,593524
s_79,HPE,593525,598737
s_79,CPE,598738,603995
s_79,HPE,603996,615168
s_79,CPE,615169,658505
s_79,CVF,658506,660214
s_79,HVF,660215,662484
s_79,CVF,662485,704659
s_79,HVF,704660,714680
s_79,DVF,714681,715505
s_79,HVF,715506,716341
s_79,HPE,716342,727426
s_79,CPE,727427,727785
s_79,HPE,727786,731430
s_79,CPE,731431,733641
s_79,CVF,733642,763723
s_79,HVF,763724,774594
s_79,DVF,774595,775435
s_79,HVF,775436,776363
s_79,HPE,776364,777949
s_79,HVF,777950,781438
s_79,HPE,781439,782639
