files,EPI,SMP_start,SMP_stop,EPI_1,SMP_start_1,SMP_stop_1,EPI_2,SMP_start_2,SMP_stop_2
a_27,VF,393799,393967,PE,393968,401966,VT,401967,402713
a_27,PE,393968,401966,VT,401967,402713,VF,402714,406404
a_27,VT,401967,402713,VF,402714,406404,dfb,406405,407228
a_27,VF,402714,406404,dfb,406405,407228,VF,407229,411238
a_27,dfb,406405,407228,VF,407229,411238,dfb,411239,412078
a_27,VF,407229,411238,dfb,411239,412078,VF,412079,415044
a_27,dfb,411239,412078,VF,412079,415044,CVF,415045,504195
a_27,VF,412079,415044,CVF,415045,504195,VF,504196,506883
a_27,CVF,415045,504195,VF,504196,506883,CVF,506884,509355
a_27,VF,504196,506883,CVF,506884,509355,VF,509356,510375
a_27,CVF,506884,509355,VF,509356,510375,dfb,510376,511218
a_27,VF,509356,510375,dfb,510376,511218,VF,511219,522960
a_27,dfb,510376,511218,VF,511219,522960,dfb,522961,523803
a_27,VF,511219,522960,dfb,522961,523803,VF,523804,527030
a_27,dfb,522961,523803,VF,523804,527030,CVF,527031,531148
a_27,VF,523804,527030,CVF,527031,531148,VF,531149,532986
a_27,CVF,527031,531148,VF,531149,532986,CVF,532987,562603
a_27,VF,531149,532986,CVF,532987,562603,VF,562604,576765
a_27,CVF,532987,562603,VF,562604,576765,CVF,576766,620297
a_27,VF,562604,576765,CVF,576766,620297,VF,620298,630229
a_27,CVF,576766,620297,VF,620298,630229,dfb,630230,631068
a_27,VF,620298,630229,dfb,630230,631068,VF,631069,633224
a_27,dfb,630230,631068,VF,631069,633224,CVF,633225,638495
a_27,VF,631069,633224,CVF,633225,638495,VF,638496,639276
a_27,CVF,633225,638495,VF,638496,639276,dfb,639277,640118
a_27,VF,638496,639276,dfb,639277,640118,VF,640119,644532
a_27,dfb,639277,640118,VF,640119,644532,CVF,644533,735933
a_27,VF,640119,644532,CVF,644533,735933,VF,735934,738979
a_27,CVF,644533,735933,VF,735934,738979,CVF,738980,741011
a_27,VF,735934,738979,CVF,738980,741011,VF,741012,744845
a_27,CVF,738980,741011,VF,741012,744845,dfb,744846,745688
a_27,VF,741012,744845,dfb,744846,745688,VF,745689,748558
a_27,dfb,744846,745688,VF,745689,748558,CVF,748559,750591
a_27,VF,745689,748558,CVF,748559,750591,VF,750592,760070
a_27,CVF,748559,750591,VF,750592,760070,dfb,760071,760913
a_27,VF,750592,760070,dfb,760071,760913,VF,760914,761002
a_27,dfb,760071,760913,VF,760914,761002,AS,761003,762543
a_27,VF,760914,761002,AS,761003,762543,VF,762544,787451
a_27,AS,761003,762543,VF,762544,787451,CVF,787452,818029
a_27,VF,762544,787451,CVF,787452,818029,VF,818030,824285
a_27,CVF,787452,818029,VF,818030,824285,CVF,824286,825247
a_27,VF,818030,824285,CVF,824286,825247,VF,825248,829994
a_27,CVF,824286,825247,VF,825248,829994,CVF,829995,883161
a_27,VF,825248,829994,CVF,829995,883161,VF,883162,888433
a_27,CVF,829995,883161,VF,883162,888433,dfb,888434,889273
a_27,VF,883162,888433,dfb,888434,889273,VF,889274,889299
a_27,dfb,888434,889273,VF,889274,889299,AS,889300,898741
a_27,VF,889274,889299,AS,889300,898741,VT,898742,898887
a_27,AS,889300,898741,VT,898742,898887,CVT,898888,899840
a_27,VT,898742,898887,CVT,898888,899840,CVF,899841,905558
a_27,CVT,898888,899840,CVF,899841,905558,VF,905559,910196
a_27,CVF,899841,905558,VF,905559,910196,CVF,910197,910883
a_27,VF,905559,910196,CVF,910197,910883,VF,910884,913090
a_27,CVF,910197,910883,VF,910884,913090,dfb,913091,913933
a_27,VF,910884,913090,dfb,913091,913933,VF,913934,914054
a_27,dfb,913091,913933,VF,913934,914054,AS,914055,914677
a_27,VF,913934,914054,AS,914055,914677,PE,914678,916637
a_27,AS,914055,914677,PE,914678,916637,VF,916638,920508
a_27,PE,914678,916637,VF,916638,920508,dfb,920509,921348
a_27,VF,916638,920508,dfb,920509,921348,VF,921349,921486
a_27,dfb,920509,921348,VF,921349,921486,AS,921487,929425
a_27,VF,921349,921486,AS,921487,929425,PE,929426,930694
a_27,AS,921487,929425,PE,929426,930694,AS,930695,933142
a_27,PE,929426,930694,AS,930695,933142,CAS,933143,935135
a_27,AS,930695,933142,CAS,933143,935135,CPE,935136,939072
a_27,CAS,933143,935135,CPE,935136,939072,PE,939073,941568
a_27,CPE,935136,939072,PE,939073,941568,CPE,941569,949686
a_27,PE,939073,941568,CPE,941569,949686,CVF,949687,952026
a_27,CPE,941569,949686,CVF,949687,952026,VF,952027,956170
a_27,CVF,949687,952026,VF,952027,956170,CVF,956171,957076
a_27,VF,952027,956170,CVF,956171,957076,VF,957077,960068
a_27,CVF,956171,957076,VF,957077,960068,CVF,960069,989958
a_27,VF,957077,960068,CVF,960069,989958,VF,989959,991052
a_27,CVF,960069,989958,VF,989959,991052,vf,991053,1004858
a_27,VF,989959,991052,vf,991053,1004858,VF,1004859,1005926
a_27,vf,991053,1004858,VF,1004859,1005926,AS,1005927,1008457
a_27,VF,1004859,1005926,AS,1005927,1008457,CAS,1008458,1015177
a_27,AS,1005927,1008457,CAS,1008458,1015177,cas,1015178,1026107
a_27,CAS,1008458,1015177,cas,1015178,1026107,as,1026108,1028659
a_27,cas,1015178,1026107,as,1026108,1028659,cas,1028660,1048559
a_27,as,1026108,1028659,cas,1028660,1048559,as,1048560,1072500
a_27,cas,1028660,1048559,as,1048560,1072500,un,1,81
a_27,as,1048560,1072500,un,1,81,VF,82,5351
a_28,un,1,81,VF,82,5351,CVF,5352,8411
a_28,VF,82,5351,CVF,5352,8411,VF,8412,26500
a_28,CVF,5352,8411,VF,8412,26500,CVF,26501,30789
a_28,VF,8412,26500,CVF,26501,30789,VF,30790,72731
a_28,CVF,26501,30789,VF,30790,72731,CVF,72732,77057
a_28,VF,30790,72731,CVF,72732,77057,VF,77058,84643
a_28,CVF,72732,77057,VF,77058,84643,CVF,84644,88013
a_28,VF,77058,84643,CVF,84644,88013,VF,88014,89565
a_28,CVF,84644,88013,VF,88014,89565,CVF,89566,90168
a_28,VF,88014,89565,CVF,89566,90168,VF,90169,101462
a_28,CVF,89566,90168,VF,90169,101462,dfb,101463,102306
a_28,VF,90169,101462,dfb,101463,102306,VF,102307,107400
a_28,dfb,101463,102306,VF,102307,107400,dfb,107401,108241
a_28,VF,102307,107400,dfb,107401,108241,VF,108242,108440
a_28,dfb,107401,108241,VF,108242,108440,PE,108441,113853
a_28,VF,108242,108440,PE,108441,113853,dfb,113854,114696
a_28,PE,108441,113853,dfb,113854,114696,PE,114697,124172
a_28,dfb,113854,114696,PE,114697,124172,CPE,124173,127282
a_28,PE,114697,124172,CPE,124173,127282,CVF,127283,136405
a_28,CPE,124173,127282,CVF,127283,136405,VF,136406,144348
a_28,CVF,127283,136405,VF,136406,144348,CVF,144349,148925
a_28,VF,136406,144348,CVF,144349,148925,VF,148926,152713
a_28,CVF,144349,148925,VF,148926,152713,CVF,152714,157306
a_28,VF,148926,152713,CVF,152714,157306,VF,157307,161970
a_28,CVF,152714,157306,VF,157307,161970,CVF,161971,166664
a_28,VF,157307,161970,CVF,161971,166664,VF,166665,173044
a_28,CVF,161971,166664,VF,166665,173044,CVF,173045,185665
a_28,VF,166665,173044,CVF,173045,185665,VF,185666,189607
a_28,CVF,173045,185665,VF,185666,189607,CVF,189608,192785
a_28,VF,185666,189607,CVF,189608,192785,VF,192786,213969
a_28,CVF,189608,192785,VF,192786,213969,CVF,213970,232570
a_28,VF,192786,213969,CVF,213970,232570,VF,232571,235882
a_28,CVF,213970,232570,VF,232571,235882,CVF,235883,237674
a_28,VF,232571,235882,CVF,235883,237674,VF,237675,239097
a_28,CVF,235883,237674,VF,237675,239097,dfb,239098,239936
a_28,VF,237675,239097,dfb,239098,239936,VF,239937,241547
a_28,dfb,239098,239936,VF,239937,241547,CVF,241548,242471
a_28,VF,239937,241547,CVF,241548,242471,VF,242472,242970
a_28,CVF,241548,242471,VF,242472,242970,dfb,242971,243706
a_28,VF,242472,242970,dfb,242971,243706,dfb,243707,243811
a_28,dfb,242971,243706,dfb,243707,243811,PE,243812,246777
a_28,dfb,243707,243811,PE,243812,246777,dfb,246778,247601
a_28,PE,243812,246777,dfb,246778,247601,PE,247602,247962
a_28,dfb,246778,247601,PE,247602,247962,CPE,247963,248841
a_28,PE,247602,247962,CPE,247963,248841,PE,248842,254221
a_28,CPE,247963,248841,PE,248842,254221,CPE,254222,268409
a_28,PE,248842,254221,CPE,254222,268409,PE,268410,281647
a_28,CPE,254222,268409,PE,268410,281647,CPE,281648,282288
a_28,PE,268410,281647,CPE,281648,282288,PE,282289,283436
a_28,CPE,281648,282288,PE,282289,283436,VT,283437,287715
a_28,PE,282289,283436,VT,283437,287715,VF,287716,291922
a_28,VT,283437,287715,VF,287716,291922,CVF,291923,292948
a_28,VF,287716,291922,CVF,291923,292948,VF,292949,295332
a_28,CVF,291923,292948,VF,292949,295332,CVF,295333,303151
a_28,VF,292949,295332,CVF,295333,303151,VF,303152,313681
a_28,CVF,295333,303151,VF,303152,313681,CVF,313682,315344
a_28,VF,303152,313681,CVF,313682,315344,VF,315345,338728
a_28,CVF,313682,315344,VF,315345,338728,CVF,338729,343743
a_28,VF,315345,338728,CVF,338729,343743,VF,343744,363255
a_28,CVF,338729,343743,VF,343744,363255,CVF,363256,371267
a_28,VF,343744,363255,CVF,363256,371267,VF,371268,382603
a_28,CVF,363256,371267,VF,371268,382603,CVF,382604,383459
a_28,VF,371268,382603,CVF,382604,383459,VF,383460,397822
a_28,CVF,382604,383459,VF,383460,397822,CVF,397823,399008
a_28,VF,383460,397822,CVF,397823,399008,VF,399009,401803
a_28,CVF,397823,399008,VF,399009,401803,CVF,401804,403362
a_28,VF,399009,401803,CVF,401804,403362,VF,403363,406356
a_28,CVF,401804,403362,VF,403363,406356,dfb,406357,407181
a_28,VF,403363,406356,dfb,406357,407181,VF,407182,407309
a_28,dfb,406357,407181,VF,407182,407309,AS,407310,409440
a_28,VF,407182,407309,AS,407310,409440,dfb,409441,410261
a_28,AS,407310,409440,dfb,409441,410261,AS,410262,422470
a_28,dfb,409441,410261,AS,410262,422470,CAS,422471,422707
a_28,AS,410262,422470,CAS,422471,422707,AS,422708,437500
a_28,CAS,422471,422707,AS,422708,437500,un,1,27827
a_28,AS,422708,437500,un,1,27827,VF,27828,37761
a_29,un,1,27827,VF,27828,37761,dfb,37762,38601
a_29,VF,27828,37761,dfb,37762,38601,VF,38602,39107
a_29,dfb,37762,38601,VF,38602,39107,PE,39108,42369
a_29,VF,38602,39107,PE,39108,42369,AS,42370,48400
a_29,PE,39108,42369,AS,42370,48400,VF,48401,61798
a_29,AS,42370,48400,VF,48401,61798,dfb,61799,62621
a_29,VF,48401,61798,dfb,61799,62621,VF,62622,62987
a_29,dfb,61799,62621,VF,62622,62987,AS,62988,67388
a_29,VF,62622,62987,AS,62988,67388,CAS,67389,78184
a_29,AS,62988,67388,CAS,67389,78184,CVF,78185,147134
a_29,CAS,67389,78184,CVF,78185,147134,VF,147135,148707
a_29,CVF,78185,147134,VF,147135,148707,CVF,148708,159048
a_29,VF,147135,148707,CVF,148708,159048,VF,159049,161102
a_29,CVF,148708,159048,VF,159049,161102,CVF,161103,259661
a_29,VF,159049,161102,CVF,161103,259661,VF,259662,261186
a_29,CVF,161103,259661,VF,259662,261186,CVF,261187,263364
a_29,VF,259662,261186,CVF,261187,263364,VF,263365,264937
a_29,CVF,261187,263364,VF,263365,264937,CVF,264938,268800
a_29,VF,263365,264937,CVF,264938,268800,VF,268801,282410
a_29,CVF,264938,268800,VF,268801,282410,CVF,282411,360679
a_29,VF,268801,282410,CVF,282411,360679,VF,360680,365981
a_29,CVF,282411,360679,VF,360680,365981,dfb,365982,366821
a_29,VF,360680,365981,dfb,365982,366821,VF,366822,369955
a_29,dfb,365982,366821,VF,366822,369955,dfb,369956,370796
a_29,VF,366822,369955,dfb,369956,370796,VF,370797,374413
a_29,dfb,369956,370796,VF,370797,374413,dfb,374414,375256
a_29,VF,370797,374413,dfb,374414,375256,VF,375257,377430
a_29,dfb,374414,375256,VF,375257,377430,CVF,377431,381245
a_29,VF,375257,377430,CVF,377431,381245,VF,381246,394293
a_29,CVF,377431,381245,VF,381246,394293,CVF,394294,394974
a_29,VF,381246,394293,CVF,394294,394974,VF,394975,398410
a_29,CVF,394294,394974,VF,394975,398410,CVF,398411,419459
a_29,VF,394975,398410,CVF,398411,419459,VF,419460,421830
a_29,CVF,398411,419459,VF,419460,421830,CVF,421831,422390
a_29,VF,419460,421830,CVF,421831,422390,VF,422391,434117
a_29,CVF,421831,422390,VF,422391,434117,CVF,434118,435305
a_29,VF,422391,434117,CVF,434118,435305,VF,435306,439186
a_29,CVF,434118,435305,VF,435306,439186,CVF,439187,493321
a_29,VF,435306,439186,CVF,439187,493321,VF,493322,499033
a_29,CVF,439187,493321,VF,493322,499033,dfb,499034,499876
a_29,VF,493322,499033,dfb,499034,499876,VF,499877,503541
a_29,dfb,499034,499876,VF,499877,503541,dfb,503542,504381
a_29,VF,499877,503541,dfb,503542,504381,VF,504382,507969
a_29,dfb,503542,504381,VF,504382,507969,dfb,507970,508811
a_29,VF,504382,507969,dfb,507970,508811,VF,508812,513538
a_29,dfb,507970,508811,VF,508812,513538,CVF,513539,570040
a_29,VF,508812,513538,CVF,513539,570040,VF,570041,577086
a_29,CVF,513539,570040,VF,570041,577086,CVF,577087,577171
a_29,VF,570041,577086,CVF,577087,577171,VF,577172,595234
a_29,CVF,577087,577171,VF,577172,595234,dfb,595235,596076
a_29,VF,577172,595234,dfb,595235,596076,VF,596077,602607
a_29,dfb,595235,596076,VF,596077,602607,dfb,602608,603446
a_29,VF,596077,602607,dfb,602608,603446,VF,603447,608364
a_29,dfb,602608,603446,VF,603447,608364,dfb,608365,609186
a_29,VF,603447,608364,dfb,608365,609186,VF,609187,611935
a_29,dfb,608365,609186,VF,609187,611935,CVF,611936,628549
a_29,VF,609187,611935,CVF,611936,628549,VF,628550,630353
a_29,CVF,611936,628549,VF,628550,630353,CVF,630354,630418
a_29,VF,628550,630353,CVF,630354,630418,VF,630419,649101
a_29,CVF,630354,630418,VF,630419,649101,CVF,649102,652812
a_29,VF,630419,649101,CVF,649102,652812,VF,652813,654681
a_29,CVF,649102,652812,VF,652813,654681,CVF,654682,681530
a_29,VF,652813,654681,CVF,654682,681530,VF,681531,693100
a_29,CVF,654682,681530,VF,681531,693100,dfb,693101,693941
a_29,VF,681531,693100,dfb,693101,693941,VF,693942,697264
a_29,dfb,693101,693941,VF,693942,697264,dfb,697265,698106
a_29,VF,693942,697264,dfb,697265,698106,VF,698107,702062
a_29,dfb,697265,698106,VF,698107,702062,dfb,702063,702901
a_29,VF,698107,702062,dfb,702063,702901,VF,702902,711795
a_29,dfb,702063,702901,VF,702902,711795,CVF,711796,785467
a_29,VF,702902,711795,CVF,711796,785467,VF,785468,791796
a_29,CVF,711796,785467,VF,785468,791796,dfb,791797,792636
a_29,VF,785468,791796,dfb,791797,792636,VF,792637,794295
a_29,dfb,791797,792636,VF,792637,794295,dfb,794296,795136
a_29,VF,792637,794295,dfb,794296,795136,VF,795137,797319
a_29,dfb,794296,795136,VF,795137,797319,dfb,797320,798161
a_29,VF,795137,797319,dfb,797320,798161,VF,798162,804806
a_29,dfb,797320,798161,VF,798162,804806,CVF,804807,872933
a_29,VF,798162,804806,CVF,804807,872933,VF,872934,883879
a_29,CVF,804807,872933,VF,872934,883879,dfb,883880,884701
a_29,VF,872934,883879,dfb,883880,884701,VF,884702,887288
a_29,dfb,883880,884701,VF,884702,887288,dfb,887289,888131
a_29,VF,884702,887288,dfb,887289,888131,VF,888132,891241
a_29,dfb,887289,888131,VF,888132,891241,dfb,891242,892081
a_29,VF,888132,891241,dfb,891242,892081,VF,892082,900949
a_29,dfb,891242,892081,VF,892082,900949,CVF,900950,938885
a_29,VF,892082,900949,CVF,900950,938885,VF,938886,944073
a_29,CVF,900950,938885,VF,938886,944073,CVF,944074,967491
a_29,VF,938886,944073,CVF,944074,967491,VF,967492,979811
a_29,CVF,944074,967491,VF,967492,979811,CVF,979812,984940
a_29,VF,967492,979811,CVF,979812,984940,VF,984941,986570
a_29,CVF,979812,984940,VF,984941,986570,CVF,986571,998915
a_29,VF,984941,986570,CVF,986571,998915,VF,998916,1003644
a_29,CVF,986571,998915,VF,998916,1003644,CVF,1003645,1076315
a_29,VF,998916,1003644,CVF,1003645,1076315,cvf,1076316,1086674
a_29,CVF,1003645,1076315,cvf,1076316,1086674,vf,1086675,1215000
a_29,cvf,1076316,1086674,vf,1086675,1215000,un,1,370
a_29,vf,1086675,1215000,un,1,370,AS,371,15302
a_30,un,1,370,AS,371,15302,CAS,15303,16857
a_30,AS,371,15302,CAS,15303,16857,AS,16858,29332
a_30,CAS,15303,16857,AS,16858,29332,CAS,29333,36579
a_30,AS,16858,29332,CAS,29333,36579,AS,36580,39439
a_30,CAS,29333,36579,AS,36580,39439,CAS,39440,44521
a_30,AS,36580,39439,CAS,39440,44521,AS,44522,48081
a_30,CAS,39440,44521,AS,44522,48081,as,48082,48817
a_30,AS,44522,48081,as,48082,48817,AS,48818,50266
a_30,as,48082,48817,AS,48818,50266,CAS,50267,51373
a_30,AS,48818,50266,CAS,50267,51373,AS,51374,53395
a_30,CAS,50267,51373,AS,51374,53395,CAS,53396,61624
a_30,AS,51374,53395,CAS,53396,61624,AS,61625,65904
a_30,CAS,53396,61624,AS,61625,65904,PE,65905,65906
a_30,AS,61625,65904,PE,65905,65906,CPE,65907,78018
a_30,PE,65905,65906,CPE,65907,78018,PE,78019,80207
a_30,CPE,65907,78018,PE,78019,80207,CPE,80208,118642
a_30,PE,78019,80207,CPE,80208,118642,PE,118643,131529
a_30,CPE,80208,118642,PE,118643,131529,CPE,131530,138921
a_30,PE,118643,131529,CPE,131530,138921,PE,138922,151062
a_30,CPE,131530,138921,PE,138922,151062,CPE,151063,152257
a_30,PE,138922,151062,CPE,151063,152257,PE,152258,155388
a_30,CPE,151063,152257,PE,152258,155388,dfb,155389,156232
a_30,PE,152258,155388,dfb,155389,156232,PE,156233,159452
a_30,dfb,155389,156232,PE,156233,159452,dfb,159453,160292
a_30,PE,156233,159452,dfb,159453,160292,PE,160293,162760
a_30,dfb,159453,160292,PE,160293,162760,dfb,162761,163602
a_30,PE,160293,162760,dfb,162761,163602,PE,163603,168747
a_30,dfb,162761,163602,PE,163603,168747,CPE,168748,169735
a_30,PE,163603,168747,CPE,168748,169735,PE,169736,186945
a_30,CPE,168748,169735,PE,169736,186945,CPE,186946,207926
a_30,PE,169736,186945,CPE,186946,207926,PE,207927,211512
a_30,CPE,186946,207926,PE,207927,211512,CPE,211513,259083
a_30,PE,207927,211512,CPE,211513,259083,PE,259084,265011
a_30,CPE,211513,259083,PE,259084,265011,dfb,265012,265852
a_30,PE,259084,265011,dfb,265012,265852,PE,265853,276246
a_30,dfb,265012,265852,PE,265853,276246,dfb,276247,277087
a_30,PE,265853,276246,dfb,276247,277087,PE,277088,287009
a_30,dfb,276247,277087,PE,277088,287009,CPE,287010,377062
a_30,PE,277088,287009,CPE,287010,377062,PE,377063,384886
a_30,CPE,287010,377062,PE,377063,384886,dfb,384887,385727
a_30,PE,377063,384886,dfb,384887,385727,PE,385728,389349
a_30,dfb,384887,385727,PE,385728,389349,dfb,389350,390192
a_30,PE,385728,389349,dfb,389350,390192,PE,390193,396086
a_30,dfb,389350,390192,PE,390193,396086,dfb,396087,396927
a_30,PE,390193,396086,dfb,396087,396927,PE,396928,419210
a_30,dfb,396087,396927,PE,396928,419210,CPE,419211,533147
a_30,PE,396928,419210,CPE,419211,533147,PE,533148,545229
a_30,CPE,419211,533147,PE,533148,545229,dfb,545230,546072
a_30,PE,533148,545229,dfb,545230,546072,PE,546073,549188
a_30,dfb,545230,546072,PE,546073,549188,dfb,549189,550027
a_30,PE,546073,549188,dfb,549189,550027,PE,550028,553541
a_30,dfb,549189,550027,PE,550028,553541,dfb,553542,554382
a_30,PE,550028,553541,dfb,553542,554382,PE,554383,557992
a_30,dfb,553542,554382,PE,554383,557992,CPE,557993,649226
a_30,PE,554383,557992,CPE,557993,649226,PE,649227,651408
a_30,CPE,557993,649226,PE,649227,651408,PR,651409,669986
a_30,PE,649227,651408,PR,651409,669986,CPR,669987,671725
a_30,PR,651409,669986,CPR,669987,671725,PR,671726,758764
a_30,CPR,669987,671725,PR,671726,758764,CPR,758765,794173
a_30,PR,671726,758764,CPR,758765,794173,PR,794174,795565
a_30,CPR,758765,794173,PR,794174,795565,PE,795566,812749
a_30,PR,794174,795565,PE,795566,812749,dfb,812750,813592
a_30,PE,795566,812749,dfb,812750,813592,PE,813593,816738
a_30,dfb,812750,813592,PE,813593,816738,dfb,816739,817577
a_30,PE,813593,816738,dfb,816739,817577,PE,817578,820946
a_30,dfb,816739,817577,PE,817578,820946,dfb,820947,821787
a_30,PE,817578,820946,dfb,820947,821787,PE,821788,825436
a_30,dfb,820947,821787,PE,821788,825436,CPE,825437,842918
a_30,PE,821788,825436,CPE,825437,842918,PE,842919,849658
a_30,CPE,825437,842918,PE,842919,849658,CPE,849659,906692
a_30,PE,842919,849658,CPE,849659,906692,PE,906693,962500
a_30,CPE,849659,906692,PE,906693,962500,un,1,18278
a_30,PE,906693,962500,un,1,18278,VF,18279,59060
a_31,un,1,18278,VF,18279,59060,CVF,59061,84160
a_31,VF,18279,59060,CVF,59061,84160,VF,84161,89252
a_31,CVF,59061,84160,VF,84161,89252,VT,89253,93862
a_31,VF,84161,89252,VT,89253,93862,dfb,93863,94704
a_31,VT,89253,93862,dfb,93863,94704,VT,94705,95006
a_31,dfb,93863,94704,VT,94705,95006,AS,95007,103754
a_31,VT,94705,95006,AS,95007,103754,CAS,103755,124026
a_31,AS,95007,103754,CAS,103755,124026,AS,124027,132250
a_31,CAS,103755,124026,AS,124027,132250,CAS,132251,170238
a_31,AS,124027,132250,CAS,132251,170238,AS,170239,175060
a_31,CAS,132251,170238,AS,170239,175060,CAS,175061,203536
a_31,AS,170239,175060,CAS,175061,203536,CVF,203537,235163
a_31,CAS,175061,203536,CVF,203537,235163,VF,235164,242154
a_31,CVF,203537,235163,VF,235164,242154,dfb,242155,242994
a_31,VF,235164,242154,dfb,242155,242994,VF,242995,245515
a_31,dfb,242155,242994,VF,242995,245515,CVF,245516,247297
a_31,VF,242995,245515,CVF,245516,247297,VF,247298,258807
a_31,CVF,245516,247297,VF,247298,258807,CVF,258808,315106
a_31,VF,247298,258807,CVF,258808,315106,VF,315107,321035
a_31,CVF,258808,315106,VF,315107,321035,dfb,321036,321854
a_31,VF,315107,321035,dfb,321036,321854,VF,321855,327103
a_31,dfb,321036,321854,VF,321855,327103,dfb,327104,327924
a_31,VF,321855,327103,dfb,327104,327924,VF,327925,331586
a_31,dfb,327104,327924,VF,327925,331586,dfb,331587,332409
a_31,VF,327925,331586,dfb,331587,332409,VF,332410,382500
a_31,dfb,331587,332409,VF,332410,382500,un,1,8680
a_31,VF,332410,382500,un,1,8680,cun,8681,10898
a_32,un,1,8680,cun,8681,10898,un,10899,19598
a_32,cun,8681,10898,un,10899,19598,VF,19599,30995
a_32,un,10899,19598,VF,19599,30995,CVF,30996,37727
a_32,VF,19599,30995,CVF,30996,37727,VF,37728,40491
a_32,CVF,30996,37727,VF,37728,40491,CVF,40492,44414
a_32,VF,37728,40491,CVF,40492,44414,VF,44415,60843
a_32,CVF,40492,44414,VF,44415,60843,CVF,60844,67261
a_32,VF,44415,60843,CVF,60844,67261,VF,67262,79205
a_32,CVF,60844,67261,VF,67262,79205,CVF,79206,113092
a_32,VF,67262,79205,CVF,79206,113092,VF,113093,117162
a_32,CVF,79206,113092,VF,113093,117162,dfb,117163,118004
a_32,VF,113093,117162,dfb,117163,118004,VF,118005,118488
a_32,dfb,117163,118004,VF,118005,118488,AS,118489,122219
a_32,VF,118005,118488,AS,118489,122219,CAS,122220,127158
a_32,AS,118489,122219,CAS,122220,127158,CVF,127159,133768
a_32,CAS,122220,127158,CVF,127159,133768,VF,133769,135003
a_32,CVF,127159,133768,VF,133769,135003,vf,135004,135854
a_32,VF,133769,135003,vf,135004,135854,VF,135855,138021
a_32,vf,135004,135854,VF,135855,138021,CVF,138022,159726
a_32,VF,135855,138021,CVF,138022,159726,VF,159727,162100
a_32,CVF,138022,159726,VF,159727,162100,CVF,162101,202669
a_32,VF,159727,162100,CVF,162101,202669,CPE,202670,223187
a_32,CVF,162101,202669,CPE,202670,223187,PE,223188,224043
a_32,CPE,202670,223187,PE,223188,224043,PR,224044,256308
a_32,PE,223188,224043,PR,224044,256308,CPR,256309,261666
a_32,PR,224044,256308,CPR,256309,261666,PR,261667,262737
a_32,CPR,256309,261666,PR,261667,262737,PE,262738,266177
a_32,PR,261667,262737,PE,262738,266177,CPE,266178,342056
a_32,PE,262738,266177,CPE,266178,342056,PE,342057,358227
a_32,CPE,266178,342056,PE,342057,358227,CPE,358228,358317
a_32,PE,342057,358227,CPE,358228,358317,CPR,358318,358360
a_32,CPE,358228,358317,CPR,358318,358360,PR,358361,364661
a_32,CPR,358318,358360,PR,358361,364661,PE,364662,390452
a_32,PR,358361,364661,PE,364662,390452,CPE,390453,430109
a_32,PE,364662,390452,CPE,390453,430109,PE,430110,468297
a_32,CPE,390453,430109,PE,430110,468297,CPE,468298,558402
a_32,PE,430110,468297,CPE,468298,558402,PE,558403,560438
a_32,CPE,468298,558402,PE,558403,560438,PR,560439,604174
a_32,PE,558403,560438,PR,560439,604174,CPR,604175,639291
a_32,PR,560439,604174,CPR,604175,639291,PR,639292,640904
a_32,CPR,604175,639291,PR,639292,640904,PE,640905,642520
a_32,PR,639292,640904,PE,640905,642520,CPE,642521,735173
a_32,PE,640905,642520,CPE,642521,735173,PE,735174,760246
a_32,CPE,642521,735173,PE,735174,760246,CPE,760247,854153
a_32,PE,735174,760246,CPE,760247,854153,PE,854154,874911
a_32,CPE,760247,854153,PE,854154,874911,CPE,874912,875000
a_32,PE,854154,874911,CPE,874912,875000,PE,875001,876848
a_32,CPE,874912,875000,PE,875001,876848,CPE,876849,970055
a_32,PE,875001,876848,CPE,876849,970055,PE,970056,975769
a_32,CPE,876849,970055,PE,970056,975769,AS,975770,983809
a_32,PE,970056,975769,AS,975770,983809,CAS,983810,1072576
a_32,AS,975770,983809,CAS,983810,1072576,AS,1072577,1110000
a_32,CAS,983810,1072576,AS,1072577,1110000,un,1,266
a_32,AS,1072577,1110000,un,1,266,AS,267,7223
a_33,un,1,266,AS,267,7223,CAS,7224,12593
a_33,AS,267,7223,CAS,7224,12593,AS,12594,23905
a_33,CAS,7224,12593,AS,12594,23905,CAS,23906,29304
a_33,AS,12594,23905,CAS,23906,29304,AS,29305,32752
a_33,CAS,23906,29304,AS,29305,32752,CAS,32753,38061
a_33,AS,29305,32752,CAS,32753,38061,AS,38062,41324
a_33,CAS,32753,38061,AS,38062,41324,CAS,41325,46695
a_33,AS,38062,41324,CAS,41325,46695,AS,46696,49826
a_33,CAS,41325,46695,AS,46696,49826,CAS,49827,90295
a_33,AS,46696,49826,CAS,49827,90295,CVF,90296,157084
a_33,CAS,49827,90295,CVF,90296,157084,VF,157085,162429
a_33,CVF,90296,157084,VF,157085,162429,dfb,162430,163270
a_33,VF,157085,162429,dfb,162430,163270,VF,163271,164410
a_33,dfb,162430,163270,VF,163271,164410,AS,164411,167617
a_33,VF,163271,164410,AS,164411,167617,dfb,167618,168460
a_33,AS,164411,167617,dfb,167618,168460,AS,168461,173720
a_33,dfb,167618,168460,AS,168461,173720,dfb,173721,174560
a_33,AS,168461,173720,dfb,173721,174560,AS,174561,176645
a_33,dfb,173721,174560,AS,174561,176645,PE,176646,178841
